,feature,count
58631,terrifies,11.0
58632,terrify,14.0
58638,territories,15.0
58643,terrorism,11.0
58646,terrorize,13.0
58647,terrorizing,17.0
58648,terrors,15.0
58649,terrrible,16.0
58653,tersely,19.0
58665,tessaros,15.0
58669,testa,13.0
58672,testen,18.0
58675,testicle,16.0
58677,testified,15.0
58683,testings,10.0
58685,testosteroni,16.0
58689,tet,11.0
58693,tetherball,11.0
58695,tethering,14.0
58703,teuren,11.0
58705,teva,14.0
58708,texaco,16.0
58714,texican,13.0
58729,texturing,12.0
58730,texturize,12.0
58735,tfaced,10.0
58737,tfdu,15.0
58739,tfr,10.0
58741,tgat,11.0
58747,tgifs,12.0
58750,thaaaat,12.0
58751,thaaat,10.0
58767,thankgiving,16.0
58769,thankless,17.0
58772,thanksgivings,18.0
58778,thas,16.0
58780,thatn,10.0
58782,thatt,10.0
58786,thaws,11.0
58790,thd,13.0
58791,thea,17.0
58798,theatrically,12.0
58800,thebathhouse,18.0
58801,thebest,11.0
58802,thebomb,19.0
58807,theeeee,12.0
58808,theforbiddenmeal,14.0
58813,theif,15.0
58815,theirselves,10.0
58824,themealexperience,13.0
58826,themepark,12.0
58829,thems,14.0
58831,themselfs,10.0
58834,theology,14.0
58844,theraputic,16.0
58848,theremin,10.0
58852,therfore,10.0
58853,theri,10.0
58854,therm,10.0
58855,thermador,15.0
58858,thermo,13.0
58860,thermometers,18.0
58864,therr,11.0
58865,thers,10.0
58866,thery,10.0
58867,thes,16.0
58871,thesponge,13.0
58872,thesuite,18.0
58874,theta,14.0
58875,theu,19.0
58879,theyr,14.0
58882,thhe,11.0
58885,thicke,17.0
58890,thickens,15.0
58893,thickish,10.0
58896,thicknesses,14.0
58897,thid,10.0
58901,thierry,15.0
58902,thiers,11.0
58909,thimbleful,11.0
58910,thimbles,11.0
58911,thine,12.0
58912,thiner,10.0
58913,thinest,10.0
58919,thingstodo,10.0
58924,thinkers,11.0
58934,thinnly,10.0
58936,thir,18.0
58940,thirstbuster,10.0
58941,thirstier,12.0
58942,thirsting,11.0
58945,thirteenth,14.0
58947,thirtieth,12.0
58949,thirtysomethings,10.0
58959,thomasville,17.0
58967,thornton,15.0
58970,thoroughfares,14.0
58973,thorougly,15.0
58976,thot,16.0
58978,thoughful,11.0
58986,thougt,10.0
58987,thourough,16.0
58991,thow,13.0
58996,thrashing,18.0
59013,threesquare,10.0
59014,thresher,11.0
59018,thrid,19.0
59020,thrifter,17.0
59022,thrifts,17.0
59025,thrify,11.0
59029,thrillers,19.0
59032,thristy,12.0
59037,thro,15.0
59052,throughtout,16.0
59061,throwin,17.0
59065,thruout,13.0
59067,thrusday,12.0
59070,thrusts,14.0
59071,thry,19.0
59080,thuggish,19.0
59090,thumped,11.0
59091,thumpin,11.0
59099,thunderhop,11.0
59100,thundering,19.0
59101,thunderous,14.0
59107,thurough,14.0
59112,thusfar,10.0
59114,thuy,19.0
59116,thwart,13.0
59118,thwy,10.0
59124,thymus,14.0
59126,thyself,13.0
59129,théière,16.0
59131,thématiques,12.0
59138,tiana,12.0
59145,tiburon,11.0
59162,ticky,10.0
59165,tics,13.0
59173,tidier,10.0
59178,tiefgarage,14.0
59180,tiempo,11.0
59185,tiennent,12.0
59200,tiffin,17.0
59202,tigerlilly,14.0
59209,tightens,11.0
59216,tightwad,18.0
59217,tighty,15.0
59221,tike,10.0
59222,tikes,17.0
59233,tilefish,18.0
59236,tilipia,16.0
59247,timbale,13.0
59252,timberyard,17.0
59253,timbuktu,13.0
59255,timea,18.0
59258,timeframes,14.0
59264,timeout,19.0
59265,timepiece,19.0
59273,timewarp,14.0
59274,timex,11.0
59285,timpson,13.0
59286,tims,12.0
59289,tincture,10.0
59304,tings,19.0
59309,tink,13.0
59311,tinkerbell,17.0
59315,tinkling,11.0
59317,tinnitus,13.0
59319,tino,19.0
59321,tinola,14.0
59325,tinta,18.0
59329,tinto,12.0
59330,tintoretto,18.0
59336,tipico,10.0
59350,tiraditos,15.0
59354,tiramsu,16.0
59359,tireless,15.0
59364,tirimasu,13.0
59367,tiropita,19.0
59377,tissot,17.0
59380,tissus,12.0
59387,titch,10.0
59389,tithe,15.0
59390,titillate,14.0
59394,titleist,17.0
59398,titre,11.0
59402,titular,11.0
59404,tiu,12.0
59415,tja,11.0
59421,tko,18.0
59423,tkts,12.0
59426,tlayuda,11.0
59429,tload,11.0
59439,tmr,14.0
59440,tmz,19.0
59442,tna,17.0
59443,tnb,16.0
59444,tng,14.0
59446,toa,13.0
59449,toastada,14.0
59450,toastadas,13.0
59456,toastiness,13.0
59458,toastmasters,16.0
59464,tobanyaki,13.0
59469,toblerone,14.0
59475,toco,11.0
59477,toda,17.0
59484,toddled,18.0
59495,toesies,17.0
59500,tofurky,17.0
59501,tofus,14.0
59502,tofutti,19.0
59505,togetherness,18.0
59507,toggle,11.0
59510,togoshi,17.0
59511,togther,10.0
59512,toh,14.0
59513,tohm,12.0
59514,tohono,16.0
59516,toil,15.0
59517,toile,16.0
59518,toiled,16.0
59519,toiles,12.0
59527,toiling,14.0
59528,toit,16.0
59536,tokidoki,16.0
59557,tolls,17.0
59563,tomale,12.0
59564,tomar,13.0
59570,tomatilla,17.0
59581,tombo,11.0
59588,tomfoolery,19.0
59590,tomlin,15.0
59591,tomme,16.0
59592,tommorrow,10.0
59596,tomoato,13.0
59597,tomoatoes,18.0
59598,tomohawk,13.0
59600,tomorrowland,10.0
59601,tomorrows,16.0
59602,tomotoes,15.0
59609,toners,12.0
59611,toney,16.0
59614,tongsiri,16.0
59616,tongued,14.0
59627,tonka,19.0
59629,tonkinoise,19.0
59633,tonno,11.0
59641,tood,13.0
59642,toodles,12.0
59646,tooled,16.0
59649,toon,19.0
59650,toons,19.0
59657,toooooooo,16.0
59673,tooting,13.0
59685,topiary,19.0
59693,toplessness,12.0
59706,topppings,10.0
59707,topps,13.0
59710,topsy,12.0
59719,torching,10.0
59722,toreados,13.0
59724,toric,14.0
59727,toringdon,16.0
59728,torino,19.0
59732,tormented,17.0
59734,tornade,16.0
59736,tornadoes,17.0
59739,tororo,16.0
59743,torqued,15.0
59745,torre,10.0
59752,torro,16.0
59753,torrone,11.0
59754,torrontes,10.0
59755,torsion,17.0
59762,tortelini,14.0
59767,torten,15.0
59774,tortolloni,12.0
59776,tortuga,13.0
59777,tortuous,12.0
59789,tosilog,11.0
59799,tostito,12.0
59809,totall,10.0
59817,toted,18.0
59820,tothe,13.0
59825,totopos,11.0
59830,tottering,11.0
59836,touareg,11.0
59837,toucan,19.0
59839,touchable,11.0
59843,toucher,11.0
59849,touchscreens,14.0
59850,touchstone,18.0
59851,touchtunes,17.0
59852,touchup,19.0
59853,touchups,17.0
59855,touché,18.0
59866,toungue,12.0
59868,toupee,10.0
59871,tourette,14.0
59872,tourguide,14.0
59877,touristen,17.0
59880,touristing,11.0
59886,tournant,12.0
59892,touro,18.0
59893,tourondel,19.0
59895,tourtière,18.0
59904,tov,15.0
59909,towelette,18.0
59913,towered,19.0
59923,townhomes,13.0
59925,townhouses,17.0
59931,towny,14.0
59932,tows,14.0
59934,toxicity,15.0
59942,toyo,15.0
59945,toyoworks,16.0
59959,tracie,14.0
59960,tracii,13.0
59961,tracing,17.0
59971,tracts,10.0
59984,tradeshows,15.0
59986,tradesmen,18.0
59988,tradicionales,13.0
59997,traditionals,13.0
59998,traditionell,10.0
60001,traditionnelles,18.0
60006,traer,12.0
60009,trafficking,18.0
60010,tragedies,14.0
60016,trailblazer,12.0
60023,trailor,17.0
60037,traipsed,18.0
60040,traite,14.0
60045,trajet,11.0
60046,trak,18.0
60048,tramonto,14.0
60050,trample,14.0
60056,trampy,12.0
60064,traning,10.0
60068,trannys,14.0
60074,transact,11.0
60076,transactional,15.0
60082,transcending,10.0
60084,transcript,19.0
60087,transferable,16.0
60089,transfering,13.0
60098,transforme,17.0
60104,transfriendly,10.0
60105,transfusion,16.0
60107,transgendered,10.0
60109,transgressions,10.0
60132,transpire,16.0
60136,transplanting,14.0
60138,transponder,12.0
60142,transporter,15.0
60147,transvestites,11.0
60150,trapezes,16.0
60151,trappe,12.0
60153,trapper,12.0
60157,trappy,13.0
60163,trashes,17.0
60169,traum,17.0
60172,traumatize,12.0
60176,travaillais,15.0
60177,travaillant,11.0
60179,travaillent,16.0
60181,travailleurs,14.0
60182,travaillé,11.0
60200,traverser,10.0
60206,trawling,10.0
60218,treament,19.0
60224,treaters,11.0
60229,treaty,16.0
60240,trekkies,16.0
60244,trellises,10.0
60245,tremblant,10.0
60248,treme,12.0
60253,tremor,11.0
60254,tremors,12.0
60255,tremper,11.0
60259,trended,13.0
60261,trendies,11.0
60266,trendsetters,12.0
60272,trente,18.0
60274,trepidations,13.0
60275,trepidatious,18.0
60276,treppe,12.0
60278,tresen,15.0
60279,trespass,15.0
60289,triaged,16.0
60296,triathletes,19.0
60299,trib,17.0
60302,tribeca,15.0
60309,triceratops,12.0
60310,trichinosis,11.0
60326,tricycles,11.0
60327,trident,18.0
60328,trie,10.0
60334,trifling,16.0
60339,trike,19.0
60340,trilled,19.0
60342,trillions,12.0
60353,tring,19.0
60371,tripitas,15.0
60376,tripling,10.0
60378,tripods,17.0
60379,tripp,16.0
60382,tripper,11.0
60383,trippers,13.0
60389,triptych,17.0
60396,tritip,13.0
60399,triumphantly,16.0
60400,triumphed,10.0
60402,triumvirate,14.0
60408,troegs,13.0
60412,trojans,18.0
60414,trolled,12.0
60422,tromper,14.0
60423,tromping,19.0
60424,trompé,11.0
60437,tropically,15.0
60441,trots,17.0
60452,troublemakers,13.0
60456,troubleshot,11.0
60461,trounced,10.0
60464,trouser,13.0
60467,trouts,10.0
60468,trouvaille,16.0
60470,trouvais,19.0
60471,trouvait,18.0
60475,trouvera,13.0
60477,trouveront,14.0
60492,truckstop,12.0
60498,trudy,13.0
60500,trued,18.0
60505,truffel,14.0
60522,trumping,11.0
60526,trundled,14.0
60527,trung,10.0
60530,trusses,11.0
60533,trustee,13.0
60542,truthfulness,11.0
60546,truvia,12.0
60553,tryng,12.0
60560,trésor,14.0
60561,trésors,12.0
60566,tsatsiki,18.0
60582,tsr,14.0
60588,tsx,19.0
60589,tsé,10.0
60593,tthey,11.0
60594,tthis,18.0
60595,ttl,18.0
60596,tto,19.0
60608,tuber,18.0
60619,tucks,17.0
60620,tucky,12.0
60625,tuerie,15.0
60631,tuft,13.0
60636,tugs,18.0
60638,tuille,17.0
60643,tule,18.0
60662,tummys,17.0
60666,tumultuous,17.0
60669,tunafish,10.0
60675,tuners,12.0
60678,tuneups,16.0
60680,tuni,11.0
60682,tunics,11.0
60687,tuns,12.0
60691,turban,16.0
60694,turbodog,14.0
60697,turbulent,18.0
60704,turkado,17.0
60708,turks,13.0
60709,turley,16.0
60714,turnberry,17.0
60728,turnstiles,11.0
60729,turnstyle,16.0
60735,turpentine,13.0
60738,turrets,14.0
60739,turrible,17.0
60740,turron,15.0
60743,tusca,17.0
60745,tuscana,19.0
60746,tuscano,11.0
60750,tushy,10.0
60753,tustin,17.0
60755,tutelage,11.0
60760,tutors,19.0
60761,tutta,11.0
60763,tuttle,14.0
60767,tuvalu,15.0
60770,tuxedoed,14.0
60774,tvp,16.0
60782,twats,13.0
60793,tweeked,14.0
60794,tweeker,19.0
60796,tweeking,15.0
60797,tweeks,11.0
60799,tweener,15.0
60803,tweeter,11.0
60809,tweezed,16.0
60815,twentysomething,17.0
60822,twiggy,15.0
60828,twinings,12.0
60835,twinks,16.0
60839,twirlers,12.0
60851,twitched,11.0
60853,twitchy,15.0
60854,twits,11.0
60858,twofer,13.0
60859,twofold,17.0
60862,twp,17.0
60868,tycoon,12.0
60870,tyga,15.0
60872,tyke,18.0
60874,tyku,14.0
60878,tynecastle,17.0
60879,typ,12.0
60880,typcial,13.0
60889,typicaly,11.0
60890,typifies,12.0
60898,typisches,11.0
60900,typography,13.0
60902,tyra,15.0
60903,tyrannical,13.0
60904,tyrannosaurus,15.0
60910,tzadziki,11.0
60916,tzo,16.0
60918,tzus,13.0
60922,télés,10.0
60923,télévision,14.0
60925,têtes,17.0
60928,türen,14.0
60929,u10,13.0
60932,uah,18.0
60938,uberly,19.0
60941,ubs,17.0
60942,ubuntu,16.0
60946,ucky,15.0
60948,uconn,18.0
60949,ud,15.0
60951,udderbelly,12.0
60952,udders,12.0
60956,udons,14.0
60959,uff,10.0
60961,ufos,13.0
60965,ugggg,10.0
60966,uggggh,12.0
60968,uggghhh,12.0
60978,ughhhhhh,14.0
60980,uglies,17.0
60991,uhhhhhh,15.0
60993,uhmazing,13.0
60996,uhmmmm,13.0
61001,ukelele,16.0
61004,ukulele,17.0
61005,ukuleles,13.0
61006,ul,18.0
61008,ulcers,10.0
61014,ultimatum,15.0
61015,ultime,17.0
61017,ultralounge,14.0
61022,ulysses,11.0
61027,umbau,13.0
61028,umberto,15.0
61033,umeboshi,15.0
61035,umgebaut,11.0
61044,ummmmmmm,19.0
61045,umom,10.0
61051,umso,16.0
61052,umsonst,15.0
61057,unabridged,13.0
61063,unaccounted,13.0
61071,unaffiliated,14.0
61073,unafraid,17.0
61075,unaltered,15.0
61076,unamerican,13.0
61078,unamused,17.0
61084,unanticipated,13.0
61088,unappetising,18.0
61090,unappetizingly,14.0
61094,unarguably,11.0
61095,unarmed,15.0
61096,unashamedly,15.0
61097,unasked,12.0
61098,unassigned,12.0
61106,unaufdringlich,14.0
61113,unbaked,12.0
61120,unbeknown,16.0
61127,unbleached,10.0
61128,unblemished,10.0
61129,unblended,10.0
61130,unblurred,14.0
61132,unbothered,11.0
61134,unbreakable,17.0
61137,unbuckle,15.0
61138,unburnt,10.0
61140,unbusy,15.0
61141,unbuttered,16.0
61144,unbuttoning,18.0
61147,uncannily,14.0
61152,uncensored,18.0
61162,uncivilized,19.0
61163,unclassy,13.0
61175,uncomfortableness,12.0
61180,uncommunicative,14.0
61186,unconfirmed,14.0
61187,unconfortable,14.0
61190,unconsciously,15.0
61203,uncourteous,10.0
61207,uncovering,15.0
61211,unctuousness,13.0
61213,uncured,16.0
61217,undaunted,17.0
61220,undecorated,15.0
61222,undefined,18.0
61223,undeliverable,18.0
61224,undelivered,18.0
61227,undependable,11.0
61230,underagers,17.0
61234,underated,13.0
61235,underbaked,10.0
61244,undercurrent,19.0
61263,undergraduates,15.0
61266,underimpressed,13.0
61267,underlayment,18.0
61268,underline,16.0
61269,underlined,18.0
61270,underlining,11.0
61272,undermanned,13.0
61275,undermines,15.0
61280,underpowered,10.0
61282,underprivileged,12.0
61284,underrepresented,10.0
61286,unders,12.0
61287,undersalted,18.0
61288,underscore,15.0
61289,underscored,13.0
61292,undershirt,10.0
61296,undersold,17.0
61308,understating,11.0
61312,undertake,14.0
61313,undertaken,11.0
61317,undertook,14.0
61329,underwhelmingly,11.0
61330,underwhelms,15.0
61338,undetermined,15.0
61342,undiagnosed,14.0
61345,undisciplined,14.0
61353,undocumented,19.0
61367,unearthed,17.0
61368,unearthly,11.0
61369,unease,17.0
61370,uneasiness,14.0
61376,unedited,13.0
61381,unencumbered,11.0
61383,unengaged,15.0
61387,unenthusiastically,17.0
61388,unenviable,12.0
61389,unequal,13.0
61390,unequaled,11.0
61394,unethically,11.0
61399,unexceptable,19.0
61402,unexcusable,11.0
61408,unexplored,16.0
61409,unf,11.0
61413,unfaithful,13.0
61415,unfamiliarity,17.0
61416,unfancy,11.0
61417,unfashionable,10.0
61419,unfathomably,13.0
61421,unfavorably,11.0
61425,unfilling,16.0
61429,unfixable,15.0
61430,unfixed,16.0
61431,unflappable,14.0
61435,unflushed,16.0
61444,unforgettably,10.0
61449,unforseen,14.0
61451,unfortuately,13.0
61457,unforunately,19.0
61458,unfotunately,11.0
61470,ungemütlich,12.0
61471,unger,16.0
61472,ungewöhnlich,11.0
61473,unglamorous,17.0
61478,ungreeted,11.0
61482,unharmed,14.0
61483,unhealthier,13.0
61484,unhealthiest,17.0
61485,unhealthily,16.0
61486,unhealthiness,16.0
61489,unheated,18.0
61493,unhip,16.0
61495,unhooked,12.0
61500,unibrow,16.0
61503,unico,11.0
61506,unicycle,10.0
61515,unifying,16.0
61517,unimaginably,18.0
61520,unimposing,12.0
61538,unintimidating,16.0
61540,unintuitive,10.0
61544,uninvolved,14.0
61546,unionized,14.0
61559,uniting,11.0
61563,unité,16.0
61575,unjustifiable,12.0
61581,unkindly,10.0
61587,unknowns,19.0
61588,unkompliziert,16.0
61593,unleashing,10.0
61594,unleavened,13.0
61595,unles,11.0
61601,unlimted,12.0
61602,unlined,13.0
61611,unlocks,17.0
61612,unloved,19.0
61617,unmaintained,17.0
61620,unmarinated,14.0
61622,unmatchable,13.0
61630,unmissable,17.0
61633,unmistakeable,13.0
61634,unmitigated,18.0
61635,unmittelbarer,12.0
61636,unmixed,12.0
61637,unmolested,13.0
61639,unmoved,11.0
61640,unmöglich,10.0
61644,unncessary,10.0
61645,unneccesary,10.0
61652,unno,12.0
61656,unoaked,14.0
61657,unobservant,10.0
61662,unoffensive,12.0
61666,unorganised,11.0
61677,unparalled,17.0
61682,unpersonable,13.0
61683,unphased,16.0
61690,unpleasantries,12.0
61691,unpleased,13.0
61693,unpleasing,19.0
61699,unpopulated,11.0
61704,unpretentiously,16.0
61707,unproductive,14.0
61711,unproffesional,15.0
61712,unproffessional,13.0
61713,unprompted,19.0
61715,unprotected,14.0
61716,unprovoked,14.0
61717,unpublished,12.0
61718,unqiue,19.0
61720,unquestionable,19.0
61725,unraveling,19.0
61731,unrealized,10.0
61735,unrecognized,11.0
61736,unrecommended,10.0
61738,unrefrigerated,18.0
61739,unregulated,13.0
61741,unrelaxing,12.0
61743,unreliability,12.0
61746,unrendered,10.0
61747,unrenovated,13.0
61748,unrepairable,15.0
61749,unrepaired,10.0
61750,unrepentant,14.0
61751,unrequited,12.0
61755,unrestricted,16.0
61760,unroll,18.0
61761,unrolled,18.0
61762,unromantic,11.0
61767,unsaid,10.0
61775,unscented,17.0
61777,unscheinbar,14.0
61778,unschlagbar,16.0
61780,unscrewed,12.0
61782,unsealed,15.0
61785,unseated,17.0
61786,unsecure,10.0
61788,unseemly,17.0
61795,unseres,11.0
61798,unsexy,13.0
61799,unshaven,17.0
61800,unshelled,10.0
61801,unshowered,11.0
61803,unsigned,14.0
61805,unsliced,12.0
61809,unsolved,16.0
61812,unspeakably,13.0
61813,unspecial,14.0
61814,unspecified,13.0
61818,unstaffed,11.0
61819,unsteady,18.0
61822,unstuck,14.0
61823,unstuffy,12.0
61824,unsual,15.0
61826,unsubstantial,11.0
61834,unsurprised,16.0
61838,unsustainable,13.0
61841,unswept,11.0
61843,untainted,18.0
61845,untamed,13.0
61846,untangle,10.0
61847,untappd,16.0
61852,unteren,12.0
61853,untergebracht,14.0
61855,unterschied,12.0
61856,unterschiedlich,15.0
61858,unterschiedlichen,18.0
61860,untested,10.0
61862,unti,14.0
61864,untied,10.0
61879,untruthful,12.0
61894,unwatchable,13.0
61908,unwise,19.0
61909,unwisely,15.0
61910,unwitting,17.0
61919,unzip,16.0
61920,unzipped,15.0
61925,uot,16.0
61932,upcharging,17.0
61933,upchuck,10.0
61934,upclose,18.0
61942,updos,19.0
61943,upfit,11.0
61952,upholding,17.0
61962,uplighting,13.0
61972,uppercut,11.0
61973,uppermost,11.0
61978,uprising,17.0
61980,uproot,10.0
61984,upsales,14.0
61995,upsidedown,11.0
62004,upstart,11.0
62007,upswell,13.0
62008,upswing,18.0
62009,uptake,13.0
62010,uptempo,19.0
62011,uptick,17.0
62018,upwardly,16.0
62022,urasawa,13.0
62024,urbaine,17.0
62028,urbanite,16.0
62030,urbanized,10.0
62043,uri,18.0
62044,urig,16.0
62053,urked,10.0
62055,urlaub,18.0
62059,urology,17.0
62065,uruguayan,12.0
62066,us60,13.0
62069,usability,17.0
62071,usaf,13.0
62084,usefull,12.0
62086,useing,10.0
62090,user_details_review_search,16.0
62095,usery,17.0
62103,usmc,13.0
62104,usmenuguide,16.0
62107,usp,14.0
62111,ussually,18.0
62113,ustensiles,16.0
62120,usurped,11.0
62121,ususal,13.0
62123,usuzukuri,13.0
62126,usx,11.0
62129,utencils,17.0
62132,uterine,14.0
62136,utiful,10.0
62137,utile,14.0
62138,utiles,11.0
62139,utilisation,13.0
62141,utilisent,12.0
62147,utilization,19.0
62154,utopian,16.0
62158,utterance,14.0
62162,uturn,12.0
62164,uva,12.0
62165,uverse,18.0
62169,uyes,17.0
62171,uzbekistan,16.0
62175,v3,12.0
62176,v5j_qfuoebehewgrhg,11.0
62205,vaccuming,12.0
62207,vache,19.0
62209,vacillating,18.0
62210,vacinity,18.0
62211,vacum,11.0
62218,vadas,12.0
62220,vadim,14.0
62221,vadouvan,13.0
62222,vag,14.0
62223,vagabond,18.0
62224,vagabonds,12.0
62233,vaguest,10.0
62236,vaio,17.0
62242,valdez,19.0
62252,valenzuela,12.0
62262,valhrona,12.0
62282,valois,16.0
62283,valor,19.0
62285,valpolicella,14.0
62293,valuing,17.0
62294,valupak,10.0
62297,valvista,10.0
62302,vamping,18.0
62307,vamps,12.0
62309,vance,17.0
62317,vanil,12.0
62318,vanila,12.0
62320,vanillas,11.0
62328,vanna,18.0
62329,vanquished,19.0
62332,vap,15.0
62335,vaped,10.0
62338,vapery,18.0
62345,vaporized,16.0
62347,vaporizers,16.0
62352,vareity,12.0
62353,varekai,19.0
62356,variability,18.0
62363,varianten,14.0
62364,variantes,10.0
62378,variously,10.0
62379,varitey,19.0
62391,varnished,18.0
62398,vascular,13.0
62410,vatos,13.0
62411,vatra,19.0
62414,vaughan,16.0
62425,vball,13.0
62426,vbar,16.0
62430,vcard,12.0
62432,vd,12.0
62439,vector,13.0
62441,vedder,16.0
62443,veebow,13.0
62444,veeeery,15.0
62445,veeery,11.0
62450,veev,12.0
62456,veganize,14.0
62460,vegas4locals,15.0
62465,vegaterian,18.0
62467,vegemite,16.0
62468,vegenaise,13.0
62478,vegetarier,15.0
62480,vegetarischen,10.0
62486,vegging,10.0
62488,veghead,10.0
62489,vegheads,12.0
62494,vegitables,15.0
62496,vegitarians,10.0
62515,velasquez,13.0
62516,velazquez,12.0
62518,velet,19.0
62519,velo,13.0
62525,veltliner,14.0
62543,vendeuse,18.0
62550,vendu,16.0
62551,vendus,19.0
62555,venereal,11.0
62556,veneta,15.0
62557,venetia,11.0
62567,vengeful,12.0
62575,ventalation,10.0
62577,ventanos,11.0
62584,ventilating,11.0
62586,ventilator,12.0
62587,ventillation,13.0
62606,veracity,11.0
62608,veracruzana,13.0
62609,veramente,11.0
62612,veranstaltung,11.0
62615,verbage,16.0
62617,verbalize,16.0
62618,verbalized,14.0
62624,verboten,14.0
62625,verbracht,16.0
62627,verdad,17.0
62628,verdant,19.0
62633,verdicts,14.0
62638,verfügbar,16.0
62639,verfügung,18.0
62640,vergara,11.0
62642,vergebe,13.0
62644,verged,15.0
62645,verges,16.0
62649,vergnügen,10.0
62651,verhältnisse,17.0
62654,verifies,12.0
62657,verily,10.0
62662,verjus,11.0
62663,verkaufen,13.0
62664,verkauft,19.0
62667,verloren,18.0
62668,vermacelli,15.0
62669,vermecelli,16.0
62679,verne,13.0
62682,vero,18.0
62686,verra,10.0
62692,verrine,17.0
62702,versaspa,12.0
62712,versteckt,11.0
62715,verständnis,10.0
62716,versuch,15.0
62717,versuchen,13.0
62723,vertes,16.0
62726,vertige,16.0
62730,veruca,12.0
62732,verweilen,18.0
62734,veryy,17.0
62737,verzichtet,12.0
62745,vestiaires,11.0
62747,vestige,19.0
62753,vetcare,19.0
62764,vetted,17.0
62765,vetting,13.0
62771,vexed,16.0
62772,vexing,14.0
62774,vez,18.0
62775,vf,13.0
62776,vfm,10.0
62779,vga,12.0
62794,vibed,14.0
62798,vibrance,13.0
62811,vicari,15.0
62824,vicks,17.0
62831,victimized,16.0
62837,victorians,13.0
62841,victors,17.0
62842,victorville,16.0
62844,victuals,18.0
62851,videogame,16.0
62854,videography,18.0
62856,videotape,12.0
62858,videotaping,15.0
